latitude_deg,longitude_deg,iso_country,gps_code,
26.69829941,89.36910248,IN,VE44
14.51,78.772778,IN,VOCP
23.1127,70.100304,IN,VAKE
29.03339958,79.47370148,IN,VIPT
11.7833004,78.06559753,IN,VOSM
27.588301,93.828102,IN,VEZO
7.013040066,93.92279816,IN,VO94
28.60245801,94.12613869,IN,VE67
27.1935997,97.00370026,IN,VE91
27.55290031,95.57060242,IN,VE24
26.13969994,89.91000366,IN,VERU
24.20190048,86.28980255,IN,VE41
24.01930046,84.0951004,IN,VE54
25.75959969,87.41000366,IN,VEPU
26.9666996,84.83329773,IN,VERL
24.26790047,72.20439911,IN,VADS
28.07710075,76.20500183,IN,VI20
29.71409988,77.03749847,IN,VI40
30.8245697,76.88365173,IN,VI71
22.4605999,86.70780182,IN,VECK
34.65259933,77.37580109,IN,VI57
34.52429962,76.15589905,IN,VI65
32.93740082,79.21320343,IN,VI66
33.87659836,74.97570038,IN,VIAW
35.39646671,77.92896509,IN,DMO
19.99469948,79.22250366,IN,VA1B
17.28590012,74.15809631,IN,VA1M
20.96220016,75.62670135,IN,VA47
20.92650032,74.73709869,IN,VA53
23.44689941,75.42030334,IN,VA1C
24.40229988,81.81479645,IN,VA1F
23.75359917,78.85579681,IN,VA1J
21.92639923,78.11360168,IN,VA1L
24.43079948,74.86779785,IN,VA1N
23.23520088,81.50370026,IN,VA1O
23.38139915,75.02559662,IN,VA2D
22.00160027,78.91719818,IN,VE96
26.00009918,78.26180267,IN,VI76
20.5496006,85.88629913,IN,VE62
21.91349983,84.05039978,IN,VEJH
20.09740067,83.18379974,IN,VEUK
31.55999947,75.34130096,IN,VI88
30.74850082,75.62979889,IN,VIHX
25.14150047,74.6115036,IN,VA1H
27.11289978,72.38899994,IN,VA2A
24.89509964,72.84590149,IN,VA38
23.5897007,74.31269836,IN,VA51
24.49419975,72.78150177,IN,VA74
29.38780022,73.90390015,IN,VI43
28.1067009,75.37560272,IN,VI69
28.34880066,75.59369659,IN,VI70
27.20829964,73.71140289,IN,VI73
9.153889656,77.82119751,IN,VO26
12.66129971,77.76719666,IN,VO95
13.07120037,79.69120026,IN,VOAR
24.13170052,91.81420135,IN,VEKM
24.12520027,83.04060364,IN,VA1D
28.9048996,77.6772995,IN,VA2B
30.58289909,78.3234024,IN,VI82
26.44759941,82.56819916,IN,VI90
29.59359932,80.23919678,IN,VIDF
28.70770073,77.35890198,IN,VIDX
25.49119949,78.55840302,IN,VIJN
29.9939003,77.4253006,IN,VISP
23.63150024,86.97550201,IN,VE23
31.4338,75.758797,IN,VIAX
23.84059906,92.61969757,IN,VELP
25.26169968,88.79560089,IN,VEBG
22.78100014,88.35919952,IN,VEPI
22.5042305,88.29342651,IN,VEBA
12.90719986,80.12190247,IN,VOTX
27.46220016,95.11769867,IN,VECA
15.8063,79.4882,IN,VODK
19.07430077,82.03679657,IN,DMO
18.87999916,82.55200195,IN,VEJP
26.520399,80.232904,IN,DMO
24.061899,91.603897,IN,VEKW
24.71699905,78.41699982,IN,VILP
18.411501,76.464699,IN,VALT
26.98830032,80.89309692,IN,VIBL
25.033001,88.133003,IN,VEMH
12.23,76.655833,IN,VOMY
19.18330002,77.3167038,IN,VAND
20.87000084,82.51959991,IN,VENP
11.61295605,79.5273819,IN,VONV
28.06609917,95.33560181,IN,VEPG
33.37789917,74.31520081,IN,DMO
9.325090408,78.97149658,IN,VORM
21.5802002,84.00569916,IN,VEHK
17.62800026,75.93479919,IN,VASL
27.94120026,96.13439941,IN,VETJ
10.72239971,79.10160065,IN,VOTJ
8.724241,78.025803,IN,VOTK
23.0951004,75.88529968,IN,DMO
12.90880013,79.06680298,IN,VOVR
17.9144,79.602203,IN,VOWA
27.58846092,91.87769318,IN,DMO
35.5,77,IN,DMO
26.33049965,89.46720123,IN,VECO
28.129673,97.01966095,IN,DMO
27.111675,93.69610556,IN,DMO
27.111675,93.69610556,IN,DMO
27.3025,95.737222,IN,DMO
27.538017,95.269447,IN,DMO
